Lifecycle;Kurzname;ALM-ID;Name;Kurzbeschreibung;ADM Org. Einheit;Applikationsverantwortlicher (ADM);Letzte Žnderung
In Produktion;Adress Hub;APP-3676;Address (Identity) Data Hub;Multi-Quellen, Multi-Identifier Data Hub, Identy Data Hub;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;DM Shared Services;APP-3673;Data Management Shared Services;Shared Services in der Dom„ne Data Management;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
Ausser Produktion;Data Capture;APP-3679;Data Capture;- zu erg„nzen -;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);;17.08.2022
In Produktion;Data Hub;APP-3680;Data Hub (InMemory);Adress Data Hub als InMemory fr Realtime Adress-Selektionen/-segmentierungen;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;Microdialog;APP-3449;DP Direkt Microdialog;Soziodemographische Datenbank mit ber 1 Mrd. Merkmalen;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;Postreferenzdatenbank;APP-3448;DP Direkt Postreferenz-Datenbank;Bewirtschaftung Postempf„ngeradressen als Referenzbestand;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;SARA;APP-3674;SARA;Postempf„nger-Pflegeprozess via Anschriftenprfung;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;Sendungsstr”me;APP-5467;BZ Adress Hub - Sendungsstr”me;"Aufbau Betriebsdatensystem zur Speicherung und Verarbeitung von Einzelsendungsdaten  Post"". #Analytics";Deutsche Post Direkt GmbH, IT (99000118);Schneppensiefen, A., SNL IT P&P, 2110, BN;17.08.2022
In Produktion;DevOps DP Direkt;ITR-4471;Entwicklung (DevOps) DP Direkt;Entwicklung (DevOps) DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;CI DP Direkt;ITR-4474;Continuous Integration DP Direkt;Continuous Integration DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;Confluence DP Direkt;ITR-4473;Confluence DP Direkt;Confluence DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;Jira DP Direkt;ITR-4472;Jira DP Direkt;Jira DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;Passwork DP Direkt;ITR-4476;Passwork DP Direkt;Passwork DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;Scheduler DP Direkt;ITR-4477;Scheduler DP Direkt;Scheduler DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;Subversion DP Direkt;ITR-4475;Subversion / Bitbucket DP Direkt;Subversion / Bitbucket DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;Dialogmarketing DP Direkt;ICTO-14;Dialogmarketing Deutsche Post Direkt;Verwaltung, Analyse und Bewertung von Adressbest„nden;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;DP Direkt Portal;APP-3665;DP Direkt Portal DM;GK-Portal der Business Unit/Gesch„ftsbereich Dialog-Marketing der DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;EZS-B2C;APP-3447;Selektionssystem Volladressiert Endkunden;Einheitliches Z„hl- und Selektionssystem Volladressiert, Customer;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;SmartSelect;APP-2954;SmartSelect (WAVe);Adressselektion fr Kampagnen PostAktuell und PostwurfSpezial;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;Dialogmarketing DP Direkt Intern;ITR-4420;Dialogmarketing Deutsche Post Direkt Intern;Verwaltung, Analyse und Bewertung von Adressbest„nden fr interne Systeme;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
Ausser Produktion;Chartesia;APP-3450;DP Direkt Chartesia;- zu erg„nzen -;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);;17.08.2022
In Produktion;DataScienceSandbox;APP-3454;DataScienceSandbox;Individualscripte, Statistikanwendungen und Sonderprojekte (SAS, Python);Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;Dialog Marketing Shared Services;APP-3664;DialogMarketingPlattform;Shared Services in der Dom„ne postdirekt-intern Dialogmarketing/Online Services;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;EZS-B2B;APP-3671;Selektionssystem Volladressiert Gesch„ftskunden;Einheitliches Z„hl- und Selektionssystem Volladressiert, Business, Self Service;Deutsche Post Direkt GmbH, IT (99000118);Volz Norbert (Post Direkt);17.08.2022
In Produktion;EZS-PA;APP-3109;Selektionssystem unadressiert PostAktuell;Einheitliches Z„hl- und Selektionssystem unadressiert PostAktuell;Deutsche Post Direkt GmbH, IT (99000118);Volz Norbert (Post Direkt);17.08.2022
In Produktion;EZS-PWSp;APP-3108;Selektionssystem teiladressiert Postwurf Spezial;Einheitliches Z„hl- und Selektionssystem teiladressiert Postwurf Spezial;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;PD-Sperr DB;APP-3667;PD-Sperrdatenbank (B2C);Bewirtschaftung von Werbewidersprechern;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;Sperrdatenbank;APP-3677;DPAG-Sperrdatenbank (B2B);Bewirtschaftung posteigene Werbewidersprecher i.A. des Konzerndatenschutzes;Deutsche Post Direkt GmbH, IT (99000118);;17.08.2022
In Produktion;MAT DP Direkt;ITR-4478;Monitoring, Alerting, Trending DP Direkt;Monitoring, Alerting, Trending DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;ELK DP Direkt;ITR-4480;ELK (Elastic Search, Logstash, Kibana, Grafana) DP Direkt;ELK (Elastic Search, Logstash, Kibana, Grafana) DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;JP DP Direkt;ITR-4481;Jasper Reports DP Direkt;Jasper Reports DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;Monitoring DP Direkt;ITR-4479;Monitoring (Zabbix, Prometheus) DP Direkt;Monitoring (Zabbix, Prometheus) DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;VDI DP Direkt;ITR-4405;Virtual Desktop Infrastruktur DP Direkt;Virtual Desktop Infrastruktur DP Direkt;Deutsche Post Direkt GmbH, IT (99000118);Schn„delbach Astrid (Post Direkt);17.08.2022
In Produktion;Clients DP E-Post;ITR-3837;Clients DP E-Post Solutions GmbH;Clients DP E-Post Solutions GmbH;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;17.08.2022
In Produktion;AIT WordToTFS (EPS DS);ITR-3856;AIT WordToTFS (EPS DS);Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;18.08.2022
In Produktion;AsTiffTagViewer (EPS DS);ITR-3857;AsTiffTagViewer;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;18.08.2022
In Produktion;Auto Hotkey;ITR-3849;AutoHotkey;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;18.08.2022
Ausser Produktion;DbVisualizer Pro;ITR-3846;DbVisualizer Pro;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
In Produktion;INFOR WinClient;ITR-3870;Info WinClient;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
In Produktion;Inventar Software (EPS DS);ITR-3861;Inventar Software;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;18.08.2022
In Produktion;PPS/L (Produktionsplanung/Logistik);ITR-3854;PPSL;Clientsoftware;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
In Produktion;Passbild-Generator (EPS DS);ITR-3863;Passbildgenerator;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;18.08.2022
In Produktion;PathCopy (EPS DS);ITR-3866;PathCopy;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;18.08.2022
In Produktion;Sceye 5th;ITR-3842;Sceye 5th;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;18.08.2022
In Produktion;Schichtplaner (EPS DS);ITR-3867;Schichtplaner 5;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;18.08.2022
In Produktion;Confluence - DP EPS;ITR-4506;Confluence - DP EPS;Confluence Server zur Dokumentation im Bereich Outputmanagement;Deutsche Post E-Post Solutions GmbH, IT (99000119);Bergmann, G., DP EPS, F;07.09.2022
In Produktion;DP EPS Document;ICTO-1446;DP EPS Document;Scannen, Erfassung und Erschliessung von Schriftgut. šbergabe an Kunden;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;19.08.2022
In Produktion;AP_SL;ITR-4126;AP_SL;AP_SL;Deutsche Post E-Post Solutions GmbH, IT (99000119);Erhan, O., DP EPS, MA;01.09.2022
In Produktion;Austauschserver;ITR-4371;Austauschserver;Austauschserver;Deutsche Post E-Post Solutions GmbH, IT (99000119);Weigelt, J., DP EPS, LE;01.09.2022
In Produktion;Azure DevOps Server/ TFS;ITR-4370;Azure DevOps Server/ TFS;Azure DevOps Server/ TFS;Deutsche Post E-Post Solutions GmbH, IT (99000119);Diemer, S., DP EPS, MA;01.09.2022
In Produktion;Citrix Gateways;ITR-4369;Citrix Gateways;Citrix Gateways;Deutsche Post E-Post Solutions GmbH, IT (99000119);Sch„fer, T., DP EPS, MA;01.09.2022
In Produktion;Confluence (Wiki);ITR-4367;Confluence (Wiki);Confluence (Wiki) fr den Bereich Inputmanagement;Deutsche Post E-Post Solutions GmbH, IT (99000119);B”ttger, D., DP EPS, MA;01.09.2022
In Produktion;Digitale Poststelle;ITR-4132;Digitale Poststelle;Digitale Poststelle;Deutsche Post E-Post Solutions GmbH, IT (99000119);Sch”ppler, A., DP EPS, MA;01.09.2022
In Produktion;ICG;ITR-4125;Igel Cloud Gateway;Igel Cloud Gateway;Deutsche Post E-Post Solutions GmbH, IT (99000119);Sch„fer, T., DP EPS, MA;01.09.2022
In Produktion;Jira IM;ITR-4368;Jira IM;Jira fr den Bereich Inputmanagement;Deutsche Post E-Post Solutions GmbH, IT (99000119);B”ttger, D., DP EPS, MA;24.08.2022
In Produktion;Kundenaustauschserver;ITR-4129;Kundenaustauschserver;Kundenaustauschserver;Deutsche Post E-Post Solutions GmbH, IT (99000119);Bruhn, A., DP EPS, MA;01.09.2022
In Produktion;LIVE_CAG;ITR-4127;LIVE_CAG;LIVE_CAG;Deutsche Post E-Post Solutions GmbH, IT (99000119);Sch„fer, T., DP EPS, MA;01.09.2022
In Produktion;MGMT_CAG;ITR-4128;MGMT_CAG;MGMT_CAG;Deutsche Post E-Post Solutions GmbH, IT (99000119);Sch„fer, T., DP EPS, MA;01.09.2022
In Produktion;MVM;ITR-4131;MVM;MVM;Deutsche Post E-Post Solutions GmbH, IT (99000119);Akyz, ™., DP EPS, MA;01.09.2022
In Produktion;Palo Alto Global Protect Gateway;ITR-4130;Palo Alto Global Protect Gateway;Palo Alto Global Protect Gateway;Deutsche Post E-Post Solutions GmbH, IT (99000119);Kern, K., DP EPS, MA;19.08.2022
In Produktion;helpline Servicedesk Portal;ITR-4366;helpline Servicedesk Portal;helpline Servicedesk Portal;Deutsche Post E-Post Solutions GmbH, IT (99000119);Quirin, T., DP EPS, MA;19.08.2022
In Produktion;DiBAS;ICTO-1378;DP EPS DiBAS;Digitalisierung von Schriftgut der Bundesagentur fr Arbeit (BA);Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;19.08.2022
In Produktion;Auslieferung;APP-3646;DiBAS Auslieferung;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;24.08.2022
In Produktion;DataCapture;APP-3647;DiBAS DataCapture;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;24.08.2022
In Produktion;Prozesssteuerung;APP-3849;DiBAS Prozesssteuerung;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;24.08.2022
In Produktion;Scanning;APP-3648;DiBAS Scanning;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;24.08.2022
In Produktion;Signatur;APP-3649;DiBAS Signatur;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;24.08.2022
In Produktion;Tracking;APP-3651;DiBAS Tracking;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;24.08.2022
In Produktion;E-POSTSCAN PK;ITR-4406;Digitalisierungsl”sung EPS;Digitalisierungsl”sung EPS - Workflow zur Digitalisierung der phys. Post am Standort Mannheim;Deutsche Post E-Post Solutions GmbH, IT (99000119);Perera, N., SNL IT P&P, 1120, BN;24.08.2022
In Produktion;EPS Lettershop/EA;ICTO-1362;EPS Lettershop/EA Produktion;Produktion Lettershop Einbeck fr Leistungen B2C und C2B;Deutsche Post E-Post Solutions GmbH, IT (99000119);Bergmann, G., DP EPS, F;26.08.2022
In Produktion;BLISS;ICTO-1361;BLISS der EPS Einbeck;Produktionsplanung Einkauf Aktuell Einbeck;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;17.08.2022
Geplant;LTW_Lager;ITR-4408;LTW_Lager;Lagerverwaltung Einbeck;Deutsche Post E-Post Solutions GmbH, IT (99000119);Bergmann, G., DP EPS, F;17.08.2022
In Produktion;MCUser_RC084 (Lagerverwaltung);ITR-3853;MCUser;Clientsoftware;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
Geplant;PPS/L - Server;ITR-4407;PPS/L - Serverkomponente;Serverkomponente des Produktionsplanungssystems;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
In Produktion;Smartkeyboard;ITR-3838;Smartkeyboard;Clientsoftware;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
In Produktion;EPS Print;ICTO-1787;DP EPS Print;Entgegennahme von Druckdateien und Ausdruck elektronisch eingelieferter Sendungen inkl. Datenvorverarbeitung, Email-Versand und Archivierung;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;26.08.2022
In Produktion;A&B;APP-4094;Accounting&Billing;- zu erg„nzen -;Abt 19C1, IT Security & Compliance (00057801);;07.09.2022
In Produktion;AFP-Lookup Complete;ITR-3839;AFP Lookup Complete;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
In Produktion;BarTender 10.1 (EPS DS);ITR-3858;Bartender 2016 (EPS DS);Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;18.08.2022
In Produktion;Barcode Fonts 3of9;ITR-3845;Barcode Fonts 3of9;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
Ausser Produktion;Barcode Tester;ITR-3852;bcTester;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
In Produktion;Beyond Compare - Pro (EPS DS);ITR-3859;BeyondCompare;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;18.08.2022
In Produktion;B”we;APP-4151;B”we One;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;07.09.2022
In Produktion;Callas-PDF-Toolbox;ITR-4397;Callas-PDF-Toolbox;PDF Bereinigung und Vorbereitung;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;17.08.2022
In Produktion;Cherry SmartCard Package (EPS DS);ITR-3868;Cherry SmartCard Package (EPS DS);Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;18.08.2022
Ausser Produktion;DBM;APP-4210;DocbridgeMill-1906;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
Ausser Produktion;DBM;APP-4211;DocbridgeMill-1907;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
Ausser Produktion;DymoLabel (EPS DS);ITR-3860;DymoLabel;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
In Produktion;EIP;APP-4024;Enterprise Information Portal;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;07.09.2022
Ausser Produktion;EPS Print;APP-4239;Mobilcom-Reporting;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
In Produktion;FileZilla Client;ITR-3847;FileZilla 3.14.1;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
In Produktion;Flam;ITR-3840;FLAM;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
In Produktion;GMC Inspire;ITR-4395;GMC Inspire;Erm”glicht das Erstellen von Workflows bestehend aus Datenaufnahme, Datenvorverarbeitung, Layout und Druckdatenausgabe.;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;07.09.2022
In Produktion;HW Soft (Adressbearbeitung);ITR-3850;HW Manager;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
In Produktion;Hydra;APP-4023;Hydra;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;07.09.2022
In Produktion;IPM;ITR-4391;InfoPrint Manager;Druckspooler fr das Streamen der finalen Druckdatenstr”me an die Druckwerke;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;07.09.2022
In Produktion;ISIS AFP;ITR-3829;ISIS OverView AFP Designer;ISIS OverView AFP Designer;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;17.08.2022
In Produktion;Importer;APP-4174;Saperion Universal Importer;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;07.09.2022
In Produktion;Infor AS;APP-4022;Infor AS;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;07.09.2022
In Produktion;Infotr„ger;ITR-4398;Infotr„ger;Erstellt Label von Druckbeh„ltern;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;17.08.2022
In Produktion;Isis AFP-Viewer;ITR-3841;Isis AFP-Viewer;Clientsoftware;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
In Produktion;Kommissionierung;APP-4091;Kommissionierung;- zu erg„nzen -;Abt 19C1, IT Security & Compliance (00057801);;07.09.2022
In Produktion;LTW;ITR-4393;LTW;Lagerverwaltung und Steuerungssoftware Lettershop/Einkaufaktuell;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;17.08.2022
In Produktion;Logitech Tools (EPS DS);ITR-3855;Options;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;18.08.2022
In Produktion;MSI;APP-4016;Mail Stream Integrator;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;07.09.2022
In Produktion;MSI IVV;ITR-4387;Mail Stream Integrator - Integrierte Vorverarbeitung;Subsystem von MSI. Datenvorverarbeitung und Konvertierung eingelieferter Kundendatenstr”me in druckf„hige Formate;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;07.09.2022
In Produktion;MSI IZS;ITR-4388;Mail Stream Integrator - Integriertes Zugangssystem;Subsystem von MSI. Entgegennahme von Druckdateien und Weiterleitung an IVV;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;07.09.2022
In Produktion;Mailmanager;APP-4019;MailManager;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;07.09.2022
In Produktion;Nmapÿ(EPS DS);ITR-3862;NMAP;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
In Produktion;NovaTime;ITR-4394;NovaTime;Zeiterfassung aller Niederlassungen der EPS;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;07.09.2022
In Produktion;Open2;APP-4090;Open2;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;07.09.2022
Ausser Produktion;P&D;APP-5188;Print & Delivery;- zu erg„nzen -;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
In Produktion;PJV;APP-5170;Produktionsjobverwaltung;- zu erg„nzen -;Abt 19C1, IT Security & Compliance (00057801);;07.09.2022
In Produktion;PPC;ITR-4390;Pre Press Cluster;Datenannahme, Datenverarbeitung (Auf Ebene von Dokumenten, Briefen und sp„ter der Erzeugung von AFPs) sowie die Ausleitung an unsere Druckstandorte bzw. das MSI IVV;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;07.09.2022
In Produktion;Paketprfer;ITR-4385;Paketprfer;tbd;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;07.09.2022
In Produktion;Postbank-Mailing-Tool;ITR-4396;Postbank-Mailing-Tool;Erstellt Mailings fr den Kunden Postbank;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;17.08.2022
In Produktion;Prima;ITR-4392;Produktions-Informations-Management-System Lettershop;Produktionsdatenverwaltung und Bearbeitung;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;17.08.2022
Ausser Produktion;Prisma;APP-4017;Prisma;- zu erg„nzen -;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
Ausser Produktion;ProMI;APP-5080;Process Manager for Information Acquisition;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
In Produktion;QUISS;APP-4145;QUIttungSyStem;- zu erg„nzen -;Abt 19C1, IT Security & Compliance (00057801);;07.09.2022
In Produktion;Qlikview DP EPS;ITR-4399;Qlikview DP EPS;Visualisierung und Erstellung von Statistiken der Produktion Lettershop / Einkaufaktuell;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;17.08.2022
In Produktion;Quack/QIC;APP-4144;Quittungs- und Accounting Komponente;- zu erg„nzen -;Abt 19C1, IT Security & Compliance (00057801);;07.09.2022
Ausser Produktion;Rabattbersicht;APP-4143;Rabattbersicht;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
In Produktion;Rimage;ITR-4386;Rimage;Rimage;Deutsche Post E-Post Solutions GmbH, IT (99000119);D”nmez, M., DP EPS, MA;07.09.2022
Ausser Produktion;SMEPS;APP-4222;Standard Monitoring E-Post Solutions;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
In Produktion;Saperion DB;APP-4175;Saperion DB;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;07.09.2022
In Produktion;Saperion JAVA;APP-4176;Saperion JAVA Core;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;07.09.2022
In Produktion;Saperion Webserv;APP-4177;Saperion Webservice;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;07.09.2022
In Produktion;Saperion master;APP-4173;Saperion Master;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;07.09.2022
In Produktion;Scanner Utility for MS Windows V09L21 (E;ITR-3864;Scanner Utility;Clientsoftware;Abt 19C1, IT Security & Compliance (00057801);;17.08.2022
Ausser Produktion;Sendungsinfo;APP-4234;Sendungsinfo;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
In Produktion;Spectro Connect;ITR-3848;SpectroConnect;Clientsoftware;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
In Produktion;Team Foundation Server Office Integratio;ITR-3865;Team Foundation Server Office Integration 2015;Clientsoftware;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
Ausser Produktion;Toolkit Stat;APP-4020;Toolkit Statistics;- zu erg„nzen -;Deutsche Post E-Post Solutions GmbH, IT (99000119);;17.08.2022
