Lifecycle;Kurzname;ALM-ID;Name;Kurzbeschreibung;ADM Org. Einheit;Applikationsverantwortlicher (ADM);Letzte Žnderung
In Produktion;HASCI BE DDS;APP-5258;Handscanner-Integration Backend DDS;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);Bartnick, S., SNL IT P&P, 2210, BN;17.08.2022
Ausser Produktion;HASCI BE ORAKEL;APP-3697;Handscanner-Integration ORAKEL;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);Bartnick, S., SNL IT P&P, 2210, BN;17.08.2022
In Produktion;HASCI FE;APP-2640;Handscanner-Integration Frontend;n/a;Abt 2210, ADM Auslieferung (00057846);Dahmen, P., SNL IT P&P, 2210, BN;17.08.2022
Ausser Produktion;HASCO BE TS;APP-3696;Handscanner-Integration Backend TS;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);Bartnick, S., SNL IT P&P, 2210, BN;17.08.2022
Ausser Produktion;ICD-App;APP-4770;Handscanner-Integration In-Car Delivery;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);Dahmen, P., SNL IT P&P, 2210, BN;17.08.2022
In Produktion;InDesign CS6;ITR-3973;InDesign CS6;Clientsoftware;Abt 2210, ADM Auslieferung (00057846);;17.08.2022
In Produktion;myMobiler;ITR-3968;MyMobiler;Clientsoftware;Abt 2210, ADM Auslieferung (00057846);;17.08.2022
In Produktion;IBIS;ICTO-124;IT-gesttztes Bemessungs- und Informationssystem;Ermittlung der Grundarbeitszeit in der Zustellung in allen ZSPL;Abt 2220, ADM Netz (00057847);Rothb”ck, J., SNL IT P&P, Abt 2220, BN;12.09.2022
In Produktion;KGB;ICTO-149;Kr„ftegruppenbildung;Kr„ftegruppenbildung auf Basis Personalbedarfsermittlung in den Erhebungsb”gen fr Zeitwirtschaft;Abt 2220, ADM Netz (00057847);Buchhold, Gunnar, SNL IT P&P, 2220, BN;17.08.2022
Geplant;LuLM;ITR-4382;Lade- und Lastmanagement;"Dezentrale Organisation Ladevorg„nge E-Flotte; Maximierung der Verfgbarkeit an Zustellsttzpunkten";Abt 19B2, ADM Auslieferung und Netz (00057797);Virnich, M., Z 19B2, BN;17.08.2022
In Produktion;MDMS;ICTO-1200;Mobile Device Management System;Management mobiler Endger„te: Bestandsverwaltung, Softwareverteilung und Verwaltung von Servicef„llen im UB PeP;Abt 2210, ADM Auslieferung (00057846);Kratz, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;Devicemanagement HSD-APP;ITR-3971;Deutsche Post HSD-APP;Clientsoftware;Abt 2210, ADM Auslieferung (00057846);Kratz, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;HSD;APP-3463;Handscanner Service Desk;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);Kratz, M., SNL IT P&P, 2210, BN;22.08.2022
Ausser Produktion;MC HASCI;APP-2400;MobiControl HASCI;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);Kratz, M., SNL IT P&P, 2210, BN;17.08.2022
Ausser Produktion;MC Paketshop;APP-5098;MobiControl Paketshop;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);Kratz, M., SNL IT P&P, 2210, BN;17.08.2022
Ausser Produktion;MC onTrack;APP-5365;MobiControl MoNaFE;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);Kratz, M., SNL IT P&P, 2210, BN;17.08.2022
In Produktion;One MDMS;ITR-3747;One Mobile Device Management System;Plattform zur bergreifenden Ger„temanagement mobiler Endger„te im UB P&P;Abt 19B2, ADM Auslieferung und Netz (00057797);Kratz, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;Reporting;APP-4386;Reporting Service (SSRS);- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);Kratz, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;MoNa;ICTO-1861;Mobile Navigation;Navigation Zustelltouren in der Paket Regelzustellung;Abt 2210, ADM Auslieferung (00057846);Freund, F., Z 19B2, BN;02.09.2022
In Produktion;MoNa BE;APP-5248;Mobile Navigation Backend;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);Freund, F., Z 19B2, BN;17.08.2022
In Produktion;MoNa FE;APP-3029;Mobile Navigation Frontend;MoNa FE - Beschreibung;Abt 2210, ADM Auslieferung (00057846);Freund, F., Z 19B2, BN;17.08.2022
In Produktion;OPUS Paket 2.0;ICTO-1162;Optimierungs-, Planungs- und Simulationsprogramm 2.0;Optimierung, Planung und Simulation der Bezirksschneidung PAKET;Abt 2220, ADM Netz (00057847);Priesemuth, S., SNL IT P&P, 2220, BN;17.08.2022
In Produktion;OPUS Georoute;APP-2969;OPUS 2.0 Paket Georoute;Bewertung und Planung Paketzustellbezirke sowie Berechnung NaviListe pro Zustellbezirk;Abt 2220, ADM Netz (00057847);;17.08.2022
In Produktion;OPUS ZORO;ITR-3482;OPUS Paket 2.0 ZORO;Zustellerorientierte Routenoptimierung liefert auf Basis einer als Input gegebenen Sendungsliste eine geeignete Zustellroute zurck.;Abt 19B2, ADM Auslieferung und Netz (00057797);Priesemuth, S., SNL IT P&P, 2220, BN;17.08.2022
In Produktion;Opus DM Server;APP-2970;OPUS 2.0 Datenmanagement Server;Integrationsschicht zwischen Opus Auáenwelt und diversen Opus-Funktionen;Abt 2220, ADM Netz (00057847);;17.08.2022
In Produktion;PPO;ICTO-1251;Produktionsportal;Verwaltung u. Verteilung Stammdaten fr Zustellung DHL Paket (z. B. Bezirksbesonderheiten, Umleitungs-Filiale-Packstation);Abt 2210, ADM Auslieferung (00057846);Richter, S., Z 19B2, BN;19.08.2022
In Produktion;SDVZ;ICTO-1879;SendungsDatenVersorgungZeitwirtschaft;Sendungsdatenversorgung zur Untersttzung der Zeitwirtschaft;Abt 2220, ADM Netz (00057847);Priesemuth, S., SNL IT P&P, 2220, BN;17.08.2022
In Produktion;TOPAS;ITR-3701;TOPAS;Tool zur Optimierung und  Planung der Auslieferungs-Standorte;Abt 19B4, ADM Integration und Transport (00057799);Nandzik,Dr.,T.,Z 19B4,Bonn;17.08.2022
In Produktion;ZSP Layout;ICTO-358;ZSP Layout;Planung und Simulation optimaler Anordnung von Arbeitsbereichen innerhalb eines Zustellsttzpunktes;Abt 2210, ADM Auslieferung (00057846);Neumann, S., Z 18C3, BN;22.08.2022
In Produktion;DesignPro;ITR-3967;DesignPro;Clientsoftware;Abt 2210, ADM Auslieferung (00057846);;17.08.2022
Ausser Produktion;kurierapp;ICTO-1604;Kurier-App;Android App fr Zusteller fr Pfand-/Artikelrckgabe sowie Rollliste und Kundenkommunikation;Abt 2210, ADM Auslieferung (00057846);Dahmen, P., SNL IT P&P, 2210, BN;17.08.2022
Ausser Produktion;App;APP-4281;Android App;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);;17.08.2022
Ausser Produktion;Backend;APP-4282;Backend;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);;17.08.2022
Ausser Produktion;MongoDB;APP-4779;Datenbankdatei Mongo DB;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);;17.08.2022
In Produktion;AKBM;ICTO-2078;Aktives Kunden- und Betriebs-Management;Gesamtheitliche Betrachtung des Paket-Produktionsprozesses zur Erkennung betrieblicher St”rf„lle von Premiumkunden-Sendungen;Abt 2310, ADM Business Intelligence (00057849);Ulbrich,A.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;AMRO;ICTO-606;AM.reporting;Bereitstellung Berichte fr Auftrags- und Palettenmanagement Brief;Abt 2310, ADM Business Intelligence (00057849);Spangenberg,B.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;ACR;APP-2881;AM Customer Reporting;- zu erg„nzen -;Abt 2310, ADM Business Intelligence (00057849);Spangenberg,B.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;AM.reporting (App);APP-3413;AM.reporting (App);- zu erg„nzen -;Abt 2310, ADM Business Intelligence (00057849);Spangenberg,B.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;AUSLIEFERUNG;ITR-3424;AUSLIEFERUNG;Korrekte Ankndigung fr die Verkehrsmengen in der Auslieferung unter Bercksichtigung der Entlastungsmaánahmen im PZ, insb. im Starkverkehr;Abt 2310, ADM Business Intelligence (00057849);Boehme,H.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;AZD;ICTO-25;Alternative Zustelldienste (AZD);System zur Speicherung von Informationen ber Sendungen von Alternativen Zustelldiensten;Abt 2310, ADM Business Intelligence (00057849);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;AnDaCo;ICTO-3386;Analytisches Datencockpit;"Fachliche analytische adhoc-Analysen in Form flacher Tabellen, im wesentlichen fr Kunde ""Bundeswehr""";Abt 2310, ADM Business Intelligence (00057849);Steinke,T.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;BI DM;APP-3229;BI Data Management;Zentrale Datenhaltung auf Basis von Teradata des DWH Paket;Abt 2310, ADM Business Intelligence (00057849);Steinke,T.,SNL IT P&P,2310,BN;19.08.2022
In Produktion;Teradata ODBC Treiber;ITR-3985;Teradata ODBC 15.10;Clientsoftware;Abt 2310, ADM Business Intelligence (00057849);Steinke,T.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;Teradata ODBC/Tools;ITR-3990;Teradata Tools and Utilities;Clientsoftware;Abt 2310, ADM Business Intelligence (00057849);Steinke,T.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;Teradata Studio 32bit;ITR-3988;Teradata Studio;Clientsoftware;Abt 2310, ADM Business Intelligence (00057849);Ulbrich,A.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;BI Dashboard;APP-4654;BI Dashboard;BI-Frontend auf Basis von Tableau zur Visualisierung von Daten der IT-Systeme BIC und DWH Paket;Abt 2310, ADM Business Intelligence (00057849);Ulbrich,A.,SNL IT P&P,2310,BN;09.09.2022
In Produktion;Tableau Prep Client;ITR-3989;Tableau Prep Client;Clientsoftware;Abt 2310, ADM Business Intelligence (00057849);Ulbrich,A.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;Tableau Professional Desktop;ITR-3983;Tableau Desktop2020.2;Clientsoftware;Abt 2310, ADM Business Intelligence (00057849);Ulbrich,A.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;Tableau Reader;ITR-3984;Tableau Reader 2020.2;Clientsoftware;Abt 2310, ADM Business Intelligence (00057849);Ulbrich,A.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;BI Datamining;APP-3407;Business Intelligence Datamining;Advanced Analytics Frontend auf Basis von Open-Source Komponenten (AWB) des DWH Paket;Abt 2310, ADM Business Intelligence (00057849);Boehme,H.,SNL IT P&P,2310,BN;09.09.2022
In Produktion;BI Reporting;APP-2747;BI Reporting;BI-Frontend auf Basis von IBM Cognos zur Visualisierung von Daten der IT-Systeme BIC und DWH Paket;Abt 2310, ADM Business Intelligence (00057849);Boehme,H.,SNL IT P&P,2310,BN;06.09.2022
In Produktion;BIC;SPL-54;Business Information Center;Business Intelligence und Data Warehouse-Plattform bestehend aus ca. 25 IT-Systemen fr die UB P&P und eCommerce;Abt 2310, ADM Business Intelligence (00057849);Diehl,R.,SNL IT P&P,2310,BN;19.08.2022
In Produktion;BIC ETL;APP-3226;BIC ETL Integration;ETL-Integrations-Schicht des BIC;Abt 2310, ADM Business Intelligence (00057849);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;BIC Portal;APP-3228;BIC Portal;Portal-Schicht des BIC;Abt 2310, ADM Business Intelligence (00057849);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;BIC Reporting;APP-3227;BIC Reporting;Reporting-Schicht des BIC;Abt 2310, ADM Business Intelligence (00057849);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;Cognos Analysis for Excel (CAFE);ITR-3987;Cognos Analytics for Excel;Clientsoftware;Abt 2310, ADM Business Intelligence (00057849);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;Cognos Go Office;ITR-3980;Cognos for Microsoft Office;Clientsoftware;Abt 2310, ADM Business Intelligence (00057849);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;Cognos Go Office for Excel;ITR-3981;Cognos Analysis for Microsoft Excel;Clientsoftware;Abt 2310, ADM Business Intelligence (00057849);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;Cognos Office Plugin;ITR-3986;Cognos for Office + Cognos Analytics for Excel;Clientsoftware;Abt 2310, ADM Business Intelligence (00057849);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;IDD;ICTO-657;Integration Dispositive Daten;Datenbankbereich des BIC zur Datenversorgung mehrerer auf BIC laufender IT-Systeme;Abt 2310, ADM Business Intelligence (00057849);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
Ausser Produktion;Container IDD Schnittstellen;APP-2308;Container IDD Schnittstellen;- zu erg„nzen -;Abt 19B3, ADM Bus. Intel. & Finance (00057798);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
Ausser Produktion;DoRe Service;APP-1762;DoRe Service;- zu erg„nzen -;Abt 19B3, ADM Bus. Intel. & Finance (00057798);Spangenberg,B.,SNL IT P&P,2310,BN;17.08.2022
Ausser Produktion;IDAS IPZ Portal;APP-2053;IDAS IPZ Portal;- zu erg„nzen -;Abt 19B3, ADM Bus. Intel. & Finance (00057798);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
Ausser Produktion;IDD Portal;APP-2049;IDD Portal;- zu erg„nzen -;Abt 19B3, ADM Bus. Intel. & Finance (00057798);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
Ausser Produktion;QSB Portal;APP-2050;QSB Portal;- zu erg„nzen -;Abt 19B3, ADM Bus. Intel. & Finance (00057798);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;ZEBRA;ICTO-353;Zentrale Briefdatenbank;Datenbankbereich des BIC zur Datenversorgung mehrerer auf BIC laufender IT-Systeme;Abt 2310, ADM Business Intelligence (00057849);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
Ausser Produktion;GMA;APP-1735;GMA (GAP-Metadatenpflege);- zu erg„nzen -;Abt 19B3, ADM Bus. Intel. & Finance (00057798);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
Ausser Produktion;LV;APP-1566;Lokale Verarbeitung (LV);- zu erg„nzen -;Abt 19B3, ADM Bus. Intel. & Finance (00057798);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
Ausser Produktion;WAP;APP-1561;Wartungsapplikation (WAP);- zu erg„nzen -;Abt 19B3, ADM Bus. Intel. & Finance (00057798);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
Ausser Produktion;ZEBRA-SST;APP-2306;Dummy f.  Schnittstellen;- zu erg„nzen -;Abt 19B3, ADM Bus. Intel. & Finance (00057798);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
Ausser Produktion;ZUMI;APP-1724;ZUMI ZEBRA User Maintenance Interface;- zu erg„nzen -;Abt 19B3, ADM Bus. Intel. & Finance (00057798);Diehl,R.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;BISS 12G1;ITR-3445;BI-Selfservice-Fachanwendung 12G1;BI-Selfservice-Fachanwendung fr Datenanalysten der Abt. 12G1;Abt 19B3, ADM Bus. Intel. & Finance (00057798);Grunewald, Joachim, Vertrieb P&P, Sales Intelligence / Leadmgmt.;17.08.2022
In Produktion;BISS 18;ICTO-2083;BI-Selfservice-Fachanwendung GB18 Ops;BI-Selfservice-Fachanwendung fr Datenanalysten der Abt. 18N2;Abt 19B3, ADM Bus. Intel. & Finance (00057798);™hsen von, Dr., Z 18N2, BN;17.08.2022
In Produktion;Automatisierte Mittel/Langfristprognose Paket VM;ITR-4497;Automatisierte Mittel/Langfristprognose Paket VM;Go-Live des neuen Ganzjahresprognosemodell von Jens Oettershagen;;;17.08.2022
In Produktion;Linehaul prediction/Hauptlauf Forecast;ITR-3487;Linehaul prediction/Hauptlauf Forecast;Predict volume between parcel centers (Hauptlauf) per 30 min to enable transport planning. #Analytics;<kein> (00000000);Deymann, S., Z 18N, BN;17.08.2022
In Produktion;OptTBP;ITR-3746;Optimierung Transportbedarfsplanung;Optimierung Transportbedarfsplanung;Abt 345, Daten Services (C1004647);;17.08.2022
In Produktion;"PZ Outbound Volume/ Sendungsmengenprognose	";ITR-4498;"PZ Outbound Volume/ Sendungsmengenprognose	";Predicting the incoming shipping volume per parcel center for up to 7 days to support staff planning;;;17.08.2022
In Produktion;BISS 345;ICTO-2084;BI-Selfservice-Fachanwendung Abt. 345;BI-Selfservice-Fachanwendung fr Datenanalysten der Abt. 345;Abt 19B3, ADM Bus. Intel. & Finance (00057798);Wille, A., Abt 345, BN;17.08.2022
In Produktion;Amazon Performance Hub;ITR-3509;Amazon Performance Hub;Single-Point-Of-Truth fr alle Amazon-bezogenen Daten. Manifest-, Slam von Amazon, Transport-, Produktions-, Abrechnungsdaten fr Montorings und Prognosen. #Analytics;Abt 345, Daten Services (C1004647);;17.08.2022
In Produktion;Auslastungsmonitoring & Qualit„t Filialzustellung;ITR-3520;Auslastungsmonitoring & Qualit„t Filialzustellung;Reduktion von Beschwerden durch falsche Filialinformationen, Untersttzung Netzplanung analog zum Auslastungsmonitoring von Packstationen #Analytics;Abt 345, Daten Services (C1004647);Zeugner, K., Abt 345, BN;17.08.2022
In Produktion;Forecast ZB/ Verkehrsmengen-Prognosen fr Standorte;ITR-3497;Forecast ZB/ Verkehrsmengen-Prognosen fr Standorte;Daily volume forecast for each ZB, including expected distribution of PRIO shipments. #Analytics;Abt 345, Daten Services (C1004647);Wurth, C., Z 18C, BN;17.08.2022
In Produktion;HKSD;ITR-3745;Historische Kunden- und Sendungsdaten;Historische Kunden- und Sendungsdaten;Abt 345, Daten Services (C1004647);;17.08.2022
In Produktion;NetProScore;ITR-3744;Net Promotor Score;Net Promotor Score;Abt 345, Daten Services (C1004647);;17.08.2022
In Produktion;Prognose Zustelltag;ITR-3513;Sendungsavise - Prognose Zustelltag;Prognose und šberschreibung des von Sollweg prognostizierten Zustelltags auf Basis historischer Datenÿund prognostizierten Rckst„nden, Reduktion Beschwerden #Analytics;Abt 345, Daten Services (C1004647);Thoma, B., Abt 345, BN;17.08.2022
In Produktion;Rckstandsdatei Beladung und Auslieferung;ITR-3515;Qualimonitoring Betrieb - Rckstandsdatei Beladung und Auslieferung (Nachtdatei);T„gliche Darstellung von Rckst„nden bei der Beladung und Auslieferung #Analytics;Abt 345, Daten Services (C1004647);Zeugner, K., Abt 345, BN;17.08.2022
In Produktion;Tagesprognose VM;ITR-4495;Tagesprognose VM;Rollout und Weiterentwicklung des Tagesprognosemodells und Rckw„rtsz„hlers PAN ohne PZA;;;17.08.2022
In Produktion;Zustellfehlermonitoring;ITR-3521;Qualimonitoring Betrieb - Zustellfehlermonitoring;Auff„llige Fehlermuster in der Zustellung werden identifiziert und der Fl„che zur Verfgung gestellt #Analytics;Abt 345, Daten Services (C1004647);Wurth, C., Z 18C, BN;17.08.2022
In Produktion;Big Data Lab;ICTO-3158;Big Data Analytics-Lab;Erstellung von Reports, Adhoc-Analysen und L”sungen im Rahmen von POCs;Abt 2310, ADM Business Intelligence (00057849);Losse,C.,Z Abt 19B3,Bonn;18.08.2022
In Produktion;CCS Reporting;ICTO-3161;CCS Reporting;Kundenanliegenreporting auf Basis des IT-Systems CCS;Abt 2310, ADM Business Intelligence (00057849);Spangenberg,B.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;CDC;ITR-3384;Corporate Data Catalog;Informatica Enterprise Data Catalog to create transparency of Group s data assets;Abt 192, IT Architektur (00057785);Patricia Marschollek (Corporate Development);21.08.2022
In Produktion;CDS;ICTO-507;Central Data Store;Zentrale Sammlung, Speicherung und Verteilung von Stammdaten;Abt 2310, ADM Business Intelligence (00057849);Steinke,T.,SNL IT P&P,2310,BN;21.08.2022
In Produktion;CUSTCON;ICTO-2080;Multikanalplattform-Reporting;Reporting zum Nachrichtenaustausch mit Kunden ber verschiedene Kommunikationskan„le;Abt 2310, ADM Business Intelligence (00057849);Boehme,H.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;Cleansweep;ICTO-3390;Cleansweep;Report zur Abrechnungsuntersttzung bei Werkszustellung fr den KAM-Bereich;Abt 2310, ADM Business Intelligence (00057849);Boehme,H.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;DI DA ETL3;APP-4343;Data Integration Data Access ETL3;ETL-Werkzeug auf Basis von Informatica Powercenter und WhereScape zur Integration, Core-Verarbeitung und Export von Daten;Abt 2310, ADM Business Intelligence (00057849);Boehme,H.,SNL IT P&P,2310,BN;09.09.2022
In Produktion;DI DA ETLx;APP-4344;Data Integration Data Access ETLx;ETL-Werkzeug auf Basis von Talend DI zur Integration, Core-Verarbeitung und Export von Daten;Abt 2310, ADM Business Intelligence (00057849);Bardey,U.,SNL IT P&P,2310,BN;09.09.2022
Geplant;DISCOVERY;ITR-4347;DISCOVERY;DISCOVERY ist das Enterprise-DWH fr alle P&P-Gesch„ftsbereiche und erm”glicht End-to-End-Betrachtungen von Kunden, Produkten und Gesch„ftsprozessen;Abt 2310, ADM Business Intelligence (00057849);Bardey,U.,SNL IT P&P,2310,BN;22.08.2022
In Produktion;DK-Reporting;ITR-3742;Digitale Kopie Reporting;Berichte ber Einlieferungs- und Zustellnachrichten der digitalen Kopie fr PM und Vertrieb;Abt 2310, ADM Business Intelligence (00057849);Losse,C.,Z Abt 19B3,Bonn;17.08.2022
In Produktion;DREP;ICTO-2076;Diverse Reports;"Diverse Standard-Einzelreports (ohne eigene Reporting-Anwendung), z.B. Marketing-Reports, Multikanal-Reports, ""Bundeswehr""-Reports";Abt 2310, ADM Business Intelligence (00057849);Boehme,H.,SNL IT P&P,2310,BN;17.08.2022
In Produktion;DWH Fleet;ITR-4512;DWH Fleet;DWH Fleet;SB 76, Mobility (Fleet Management) (00059147);Irrgang, FPM 18, R;22.08.2022
In Produktion;DWH Paket;ICTO-526;Data Warehouse Paket;Zentrales Data Warehouse, ursprnglich aus dem Paket-Bereich, welches Daten aus verschiedenen Quellsystemen aufbereitet und fr Analysen zur Verfgung stellt;Abt 2310, ADM Business Intelligence (00057849);Steinke,T.,SNL IT P&P,2310,BN;19.08.2022
In Produktion;Data Lake;PRF-265;Data Lake;Database Management System mit unstrukturierten Rohdaten und Plattform-Services fr Datenzugriff und Verarbeitung;Abt 192, IT Architektur (00057785);;18.08.2022
In Produktion;Validation Tool ESI;ITR-3835;P&P Data Lake Weight Validation (ESI);Kl„rung von Gewichtstoleranzen;Abt 2120, ADM IT station„. Betrieb Paket (00057844);Beckmann, J., SNL IT P&P, Abt 2120, BN;17.08.2022
